0.9337794773741237	1
0.9565965583173995	2
0.9639685574676014	1
0.9673040152963672	1
0.9729764181007011	1
0.9853622264712132	2
0.988718929254302	1
0.9965583173996176	2
1.0302528149564478	2
1.0366475462077755	2
1.0367112810707457	2
1.0369874654769493	2
1.0631824941576375	2
1.0712343318461865	2
1.0715317612067135	2
1.09987253027406	6
1.1084342468663693	6
1.1127044826853623	6
1.112746972594009	5
1.1151901423411938	5
1.1175270873167622	6
1.1178457616316124	3
1.1198002974293604	6
1.124091778202677	7
1.1260250690461016	5
1.1265986828128318	7
1.1287231782451668	7
1.1324198002974295	7
1.1325685149776927	7
1.1329084342468665	6
1.1330359039728064	5
1.133800722328447	7
1.1354153388570214	7
1.1355852984916082	7
1.136116422349692	7
1.136796260888039	7
1.137284894837476	7
1.1373698746547696	5
1.1376035691523263	7
1.13800722328447	4
1.1380497131931167	4
1.13813469301041	7
1.1382196728277034	7
1.1407478223921819	7
1.1410452517527085	7
1.141980029742936	7
1.1421712343318462	6
1.1424899086466964	7
1.1427236031442534	7
1.1432759719566603	6
1.1433184618653072	7
1.1437858508604206	7
1.1441257701295942	7
1.144168260038241	7
1.1445719141703845	3
1.1451030380284681	7
1.1452517527087316	6
1.1457191417038453	7
1.145825366475462	7
1.1460165710643722	7
1.1460378160186955	7
1.1463989802421926	7
1.1465052050138094	7
1.1466539196940726	6
1.146802634374336	7
1.1470150839175697	7
1.1471850435521564	6
1.147227533460803	7
1.1475886976843	    5
1.1480985765880605	7
1.1484384958572338	7
1.1484597408115573	4
1.148735925217761	7
1.1487784151264075	6
1.1490121096239643	7
1.1495857233906948	7
1.1502230720203952	6
1.1510728701933293	7
1.151986403229233	5
1.1524537922243467	7
1.1526237518589335	6
1.1528786913108138	4
1.152963671128107	3
1.1536435096664541	6
1.1536647546207777	7
1.1537922243467176	6
1.154174633524538	7
1.1546420225196514	7
1.1550244316974718	6
1.1558742298704057	5
1.1564265986828128	5
1.1565753133630763	5
1.1567877629063097	7
1.1571914170384532	5
1.1573401317187169	7
1.1579349904397704	4
1.1581899298916507	6
1.1589547482472913	7
1.1589759932016146	6
1.159379647333758	6
1.1601444656893989	7
1.1602719354153388	6
1.1618865519439132	5
1.1619715317612067	6
1.1622477161674103	3
1.1630125345230509	5
1.1630125345230509	6
1.1640747822392181	7
1.1642872317824517	7
1.1644359464627152	7
1.165030805183769	7
1.1661780327172295	4
1.1665179519864033	7
1.1667728914382833	4
1.1668366263012535	6
1.168387507966858	7
1.1687274272360315	6
1.1690885914595284	6
1.1695347355003187	6
1.1696834501805822	7
1.1701508391756956	6
1.17125557680051	6
1.1713618015721268	3
1.1720841300191205	5
1.1727639685574676	7
1.1734438070958146	5
1.1735287869131081	6
1.174081155725515	7
1.1743360951773953	3
1.1745060548119821	5
1.1756320373911195	3
1.175717017208413	5
1.1757595071170597	6
1.175844486934353	4
1.1759082217973231	4
